,Open,High,Low,Close,Volume,Date
353,2178.4976,2219.3382,2167.3759,2185.1069,249673,2022-07-14
354,2214.3243,2218.8368,2163.2736,2167.1936,185355,2022-07-13
355,2197.9151,2223.4405,2191.4426,2206.2565,203047,2022-07-12
356,2169.6549,2213.4127,2160.8122,2209.0369,805038,2022-07-11
357,2201.4705,2202.3365,2172.3898,2180.1386,222410,2022-07-08
358,2210.4955,2218.7912,2165.1424,2176.6288,452454,2022-07-07
359,2210.7234,2225.4005,2176.4009,2198.7812,259341,2022-07-06
360,2210.6322,2246.8235,2203.9318,2218.1531,435731,2022-07-05
361,2177.6772,2226.0386,2157.8039,2200.6044,893090,2022-07-04
362,2351.9789,2362.5992,2155.9806,2196.0463,1078836,2022-07-01
363,2348.3324,2384.6149,2340.4013,2364.7871,209154,2022-06-30
364,2283.0148,2367.3397,2279.9609,2351.1128,305035,2022-06-29
365,2262.7769,2310.9560,2262.7769,2305.4863,127683,2022-06-28
366,2323.7187,2323.7187,2262.6401,2271.7108,180405,2022-06-27
367,2269.9331,2289.0315,2250.1054,2279.7330,182130,2022-06-24
368,2297.2817,2301.7486,2229.8218,2246.7780,282095,2022-06-23
369,2336.4813,2336.4813,2279.9609,2283.7897,191652,2022-06-22
370,2326.8182,2363.5564,2305.4863,2356.1267,135235,2022-06-21
371,2376.5926,2386.7116,2298.2845,2318.0666,141291,2022-06-20
372,2308.2211,2392.5004,2308.2211,2360.4569,259291,2022-06-17
373,2390.2669,2423.6322,2329.1428,2333.0172,282255,2022-06-16
374,2379.3275,2404.3058,2356.6281,2366.8383,163116,2022-06-15
375,2418.5271,2434.1614,2382.8372,2395.1441,152984,2022-06-14
376,2419.2564,2437.0330,2385.1618,2427.4610,187994,2022-06-13
377,2529.1522,2543.4646,2462.8318,2474.1359,246751,2022-06-10
378,2469.5778,2554.3585,2469.5778,2551.2589,298046,2022-06-09
379,2529.9270,2536.2172,2475.5945,2483.5256,186942,2022-06-08
380,2519.7169,2544.3306,2510.6007,2527.4657,154819,2022-06-07
381,2534.8498,2565.0700,2508.3672,2522.3606,275733,2022-06-06
382,2504.1738,2567.4402,2497.8380,2533.8470,636698,2022-06-03
383,2411.2342,2490.5451,2402.7105,2483.7079,299786,2022-06-02
384,2399.7022,2420.3048,2384.8883,2399.5654,147783,2022-06-01
